popularity,title,artist,bpm,enrgy,danceability,liveness,duration
unpopular,I Ran It Up,Kafime,80.953,0.721,0.664,0.306,61.048
unpopular,Buy The Jet,Kafime,80.99,0.52,0.573,0.284,61.048
unpopular,Pie Jesu,Christmas 2018,80.992,0.335,0.838,0.104,116.551
unpopular,"The absence of noise, stress and turmoil",Tmang,80.993,0.183,0.0762,0.167,600
unpopular,Not Dental,Kafime,80.997,0.539,0.689,0.267,61.048
unpopular,Abide With Me,Christmas 2018,81.009,0.0398,0.783,0.243,195.684
unpopular,Pieces,Bluejeans,81.011,0.419,0.846,0.0682,158.563
unpopular,Venus In Furs [Edit] - Live,The Velvet Underground,81.047,0.489,0.488,0.674,267.667
unpopular,Count Your Blessings Instead of Sheep,J. Chang-Tablada,81.05,0.257,0.288,0.18,160.345
unpopular,No Competition,T-Tomp,81.059,0.578,0.862,0.119,139.442
unpopular,Dear God,Swazy Baby,81.064,0.564,0.63,0.0967,286.485
unpopular,I Want to Know What Love Is,Foreigner,81.204,0.471,0.477,0.131,304.787
unpopular,Anybody,Blockos,81.262,0.343,0.488,0.0677,223.5
unpopular,POETRY,Myles T. Jordan,81.288,0.375,0.67,0.11,163.397
unpopular,Let's Roll,Stunna Bam,81.298,0.559,0.42,0.101,186.131
unpopular,"Piano Concerto in E-flat Major, K. 271 / (cadenzas by Mozart) / Andantino",Alfred Brendel,81.325,0.0911,0.286,0.0996,768.787
unpopular,The Wind Tunnel,Harry Manfredini,81.335,0.701,0.569,0.0745,103.266
unpopular,Inna Pack,FGM HEC,81.41,0.569,0.561,0.113,93.72
unpopular,Up In Blood,AveBabyy,81.416,0.55,0.586,0.159,144.984
unpopular,Julie,The Wires,81.428,0.273,0.198,0.116,270
unpopular,Under Investigation,AveBabyy,81.434,0.627,0.664,0.314,138.998
unpopular,Late Night Rains,Sonido Del Bosque y Naturaleza,81.509,0.997,0.371,0.907,86.373
unpopular,H-Town Boy Like Me,Jay Brown the Cowboy Boss,81.52,0.822,0.578,0.171,163.944
unpopular,Sacrifice,2nd Bloxk Qua,81.531,0.62,0.639,0.378,179.64
unpopular,El Niño de la Muerte,Jesus Adame,81.537,0.702,0.433,0.502,202.106
unpopular,Break in the Clouds,Sonidos de la Naturaleza para Dormir,81.545,0.729,0.163,0.478,205.332
unpopular,Nutting Gilbertville,Headache Relief Unit,81.557,0.0585,0.223,0.121,137.383
unpopular,CoCo,Foul Al,81.589,0.797,0.597,0.114,192.833
unpopular,Avenue D Dreamz,Lil Polo Da Don,81.601,0.592,0.499,0.264,166.583
unpopular,Thrill,Jin Riko,81.619,0.257,0.378,0.112,118.597
unpopular,Fuck Nigga Free,Plap Fieldz,81.645,0.618,0.724,0.101,206.785
unpopular,The Sweetest Step,Slava Chekhov,81.705,0.0284,0.584,0.083,100.261
unpopular,Break Em Off,Plap Fieldz,81.77,0.671,0.307,0.0762,205.061
unpopular,So Gone,Plap Fieldz,81.802,0.544,0.637,0.0544,205.792
unpopular,Textures of Pain,Shadowdream,81.806,0.311,0.176,0.0739,436
unpopular,LUH TYLER FLOW (L&O),Jitwickk,81.811,0.532,0.368,0.117,139.434
unpopular,Trumpets,Cue the Rain,81.841,0.659,0.609,0.227,217.104
unpopular,Eres Mi Secreto En Mi,Kurlin,81.864,0.366,0.698,0.0947,164.102
unpopular,Afterglow,Jarryd Elias,81.914,0.197,0.203,0.0706,97.125
unpopular,Unforgettable,Peter Nero,81.919,0.135,0.359,0.0984,218.347
unpopular,Town Drunk (Live),Chris Hawkey,81.936,0.321,0.584,0.129,203.11
unpopular,Wings,Tyson James,81.97,0.362,0.611,0.203,253.152
unpopular,Blick Walk,King Tut (Turn Up Tony),81.973,0.516,0.886,0.1,187.385
unpopular,I'm on It,Dj Toned Dyne,81.975,0.668,0.525,0.892,438.256
unpopular,Is It Up?,LuvSmokeyy,81.983,0.706,0.736,0.242,179.751
unpopular,Relaxing Keys,Piano Mood,81.984,0.00305,0.382,0.138,202.854
unpopular,ThatChicagoFeel_Five,Dark Shadez,82,0.428,0.84,0.136,120.32
unpopular,You Can Clap Your Hands,Kidzone,82.004,0.379,0.875,0.119,92.693
unpopular,Life for a Life,FL Dusa,82.016,0.522,0.798,0.0958,222.511
unpopular,wyoming,Zella Rae,82.032,0.0334,0.132,0.0874,341.316
unpopular,Wreckognize,Middl Fingz,82.051,0.451,0.891,0.0691,255.467
unpopular,As Long As He Needs Me,Peter Nero,82.063,0.0924,0.231,0.103,291.587
unpopular,Intro - Coverman (Live),Adam Ezra Group,82.066,0.567,0.631,0.487,220.356
unpopular,Gather Us (for Janet),Glenn Wiggins,82.067,0.176,0.221,0.18,236.344
unpopular,Sea Sound,Winds and Oceans,82.12,0.369,0.16,0.242,153.469
unpopular,Night of Us,Jin Riko,82.125,0.704,0.58,0.0849,118.86
unpopular,High Standards,Melanie Comarcho,82.146,0.591,0.377,0.881,194.375
unpopular,Nubian Lady - Metisse Remix,Yusef Lateef,82.204,0.45,0.691,0.0955,291.64
unpopular,Amigos Nada Más,Los Ángeles Azules,82.232,0.568,0.41,0.0759,212.187
unpopular,Pains & Gains,Dj Teddy,82.277,0.556,0.615,0.111,202.373
unpopular,Bad Luck,Ian Steinberg,82.279,0.363,0.484,0.296,212.624
unpopular,Game of Thrones,AB Dankoo,82.289,0.679,0.424,0.224,143.96
unpopular,Vente A Vivir Conmigo,Galy Galiano,82.291,0.446,0.731,0.0614,200.787
unpopular,You Dont Know,T-Tomp,82.303,0.558,0.724,0.0833,186.24
unpopular,Rainy Roads,Sonido Del Bosque y Naturaleza,82.311,0.951,0.145,0.919,134.179
unpopular,Beyond the Seabed,Winds and Oceans,82.348,0.36,0.159,0.693,130.612
unpopular,No Fear Upon Me,Tyson James,82.353,0.432,0.554,0.572,201.687
unpopular,Blue And Red,AveBabyy,82.393,0.521,0.725,0.194,139.632
unpopular,Warrior,T-Tomp,82.395,0.643,0.77,0.114,139.704
unpopular,Put a Move Down,Young Devi D,82.487,0.563,0.776,0.369,180.715
unpopular,My Life,2nd Bloxk Qua,82.496,0.437,0.862,0.128,162.664
unpopular,Right Now,T-Tomp,82.507,0.534,0.763,0.111,113.868
unpopular,Bands In Safe,Galeto,82.514,0.469,0.759,0.11,163.272
unpopular,Mountain Park,Stranger Company,82.517,0.492,0.309,0.0771,358.375
unpopular,Dirty Dan,Allcapsallan,82.556,0.481,0.85,0.115,116.568
unpopular,Beginning of the End,Last Minet,82.571,0.92,0.503,0.152,132.565
unpopular,Wax Hits,42oH,82.573,0.303,0.807,0.322,255.992
unpopular,Intro - Letter to Allison (Live),Adam Ezra Group,82.601,0.386,0.586,0.303,88.096
unpopular,Intro - You Today (Live),Adam Ezra Group,82.616,0.275,0.591,0.556,113.821
unpopular,Lavender Cotati,Headache Relief Unit,82.691,0.0583,0.21,0.105,137.814
unpopular,"The harmony of mind, body and soul",Tmang,82.719,0.637,0.151,0.142,600
unpopular,Ayudame,Los Traileros Del Norte,82.731,0.523,0.713,0.0971,142.027
unpopular,Frozen In Time,Exodus Music and Sound,82.775,0.456,0.194,0.0901,180
unpopular,Justice Prevails,Last Bronzeman,82.776,0.776,0.454,0.301,190.068
unpopular,The Zen Circle,Zen Path,82.83,0.0648,0.101,0.14,125.411
unpopular,Silent Night Holy Night,Christmas 2018,82.853,0.0392,0.611,0.0915,226.195
unpopular,Mediterranean Seawater,Winds and Oceans,82.864,0.709,0.0757,0.664,124.082
unpopular,Holy Shit,Young Devi D,82.868,0.861,0.482,0.302,132.519
unpopular,L.O.V.E,Takedown Demon,82.885,0.594,0.525,0.125,167.053
unpopular,How I Do It,Fargoneworld,82.902,0.691,0.745,0.203,242.12
unpopular,We've Only Just Begun,Peter Nero,82.933,0.185,0.32,0.105,210.84
unpopular,Six Fat Sausages (Rhyme),Kidzone,82.956,0.302,0.717,0.284,53.32
unpopular,Evening Glow,Bedtime Instrumental Piano Music Academy,82.956,0.00617,0.431,0.0961,127.514
unpopular,Evening Glow,Bedtime Instrumental Piano Music Academy,82.956,0.00617,0.431,0.0961,127.514
unpopular,Pop Zhit,Uzzy Snubbz,82.968,0.644,0.418,0.198,234.797
unpopular,5th Gen,Lil Boodha,82.974,0.516,0.736,0.434,125.205
unpopular,Summers Mine,Stunna Bam,82.98,0.696,0.295,0.091,197.973
unpopular,I Ain't Gonna Forget This (feat. Jamal),Badwayz,82.985,0.411,0.736,0.0561,279.933
unpopular,Distinto,Orishas,82.993,0.484,0.868,0.0686,246.32
unpopular,Ghetto Angel,Tokyo Shamir,82.993,0.61,0.566,0.157,135.21
unpopular,One Man Brawl,I Am Kloot,82.999,0.619,0.378,0.193,200.067
unpopular,In The Bleak Midwinter,Christmas 2018,83,0.135,0.687,0.221,188.318
unpopular,Til Morning,Bedtime Instrumental Piano Music Academy,83.001,0.0381,0.673,0.115,138.18
unpopular,Til Morning,Bedtime Instrumental Piano Music Academy,83.001,0.0381,0.673,0.115,138.18
unpopular,Take Flight,J-Hustle,83.002,0.924,0.689,0.129,179.306
unpopular,Lost and Confused,Lil Suede,83.026,0.484,0.809,0.11,169.157
unpopular,Energy,Natalie,83.029,0.725,0.601,0.107,208.773
unpopular,Out Of Control,Zeros Second,83.031,0.52,0.735,0.153,116.928
unpopular,Let Your Hands So Loudly Clap,Kidzone,83.042,0.172,0.62,0.219,67.213
unpopular,Spread Your Love,Murda One,83.046,0.661,0.875,0.327,275.867
unpopular,I'm Not Going to Hell,Garret Fitch,83.08,0.567,0.547,0.0666,189.28
unpopular,OPPISITION,v-tec king of la,83.092,0.442,0.67,0.0899,202.85
unpopular,Bevil Fairweather,Headache Relief Unit,83.157,0.056,0.244,0.104,136.741
unpopular,John Henry,Rene Marie,83.215,0.218,0.658,0.183,396.533
unpopular,You Might Need Somebody,Randy Crawford,83.236,0.566,0.597,0.0747,254.813
unpopular,Legendary,Jay Brown the Cowboy Boss,83.244,0.487,0.727,0.1,195.866
unpopular,Did Me Wrong,Swoe Whoa,83.263,0.753,0.413,0.0806,207.312
unpopular,Hurt,Spice Marley,83.315,0.738,0.678,0.157,140.005
unpopular,I'll Be Anything For You,Bobby Hebb,83.342,0.227,0.18,0.123,231.493
unpopular,Don't Worry About Me,The Swanee Quintet,83.417,0.474,0.664,0.101,269.307
unpopular,Accoville Heavener,Headache Relief Unit,83.451,0.0707,0.425,0.0929,137.922
unpopular,Legacy,Mutant Fortress,83.501,0.863,0.454,0.103,406
unpopular,Te Quise Olvidar,Conjunto Alacrán,83.506,0.467,0.579,0.0405,245.493
unpopular,Arbitration Station,Mutant Fortress,83.549,0.948,0.576,0.121,275
unpopular,Fine,Sirsy,83.569,0.241,0.775,0.145,244.56
unpopular,Cara de Indio,Jag Arreola,83.605,0.788,0.51,0.204,251.638
unpopular,Alamosa Snapper,Headache Relief Unit,83.711,0.0636,0.423,0.0977,137.49
unpopular,Swannanoa Newtownabbey,Headache Relief Unit,83.744,0.0631,0.464,0.137,137.598
unpopular,Empowering Sladen,Headache Relief Unit,83.772,0.0569,0.354,0.109,137.275
unpopular,Snowman (Reimagined 2010),The Clarks,83.812,0.376,0.61,0.244,258.179
unpopular,Shore Offshore,Winds and Oceans,83.813,0.418,0.118,0.397,195.918
unpopular,Experiencing Hearts,Headache Relief Unit,83.838,0.0536,0.211,0.198,136.635
unpopular,Voice of My Beautiful Country Suite: I. America the Beautiful,Rene Marie,83.852,0.272,0.381,0.127,281.88
unpopular,Energetic Bullock,Headache Relief Unit,83.855,0.0601,0.233,0.156,135.266
unpopular,Burn Yours,JpThaRuler,83.869,0.0198,0.666,0.0757,165.139
unpopular,100 On My Name,LuvSmokeyy,83.882,0.47,0.522,0.116,160.549
unpopular,Dollar Weirton,Headache Relief Unit,83.893,0.0635,0.273,0.122,136.954
unpopular,Diamonds In My Mouth,LuvSmokeyy,83.919,0.454,0.564,0.248,104.098
unpopular,Drift Away,Rene Marie,83.933,0.1,0.263,0.107,436
unpopular,"Miss Make The Boyz Cry (Sonyae Elise, Nick Nittoli, Melissa Rapp)",Platinum Hit Cast,83.948,0.73,0.431,0.0702,183.427
unpopular,Today,Galeto,83.956,0.371,0.579,0.0992,217.56
unpopular,The Gentle Harp Song,Rainforest Sounds,83.986,0.494,0.113,0.877,346.23
unpopular,I'll Be Here,The Tuesdays,83.994,0.657,0.513,0.202,266.733
unpopular,Jaws,Magnet,84.003,0.422,0.58,0.105,217.333
unpopular,Evermore,Anajay,84.012,0.576,0.675,0.0876,139.403
unpopular,Win,Althea,84.014,0.403,0.691,0.163,228.624
unpopular,Llueve Por Dentro,Luis Fonsi,84.017,0.727,0.477,0.106,238.133
unpopular,Gaithersburg Woodley,Headache Relief Unit,84.054,0.059,0.447,0.138,137.061
unpopular,Current Kinloch,Headache Relief Unit,84.122,0.068,0.232,0.111,134.955
unpopular,Non ti scordar di me - in A Minor,Ernesto de Curtis,84.175,0.14,0.171,0.349,195.067
unpopular,Straight Up,Bluejeans,84.253,0.789,0.375,0.0851,180.846
unpopular,End Credits,Harry Manfredini,84.255,0.293,0.264,0.107,240.666
unpopular,No Sleep,BMS Trapo,84.267,0.477,0.404,0.0766,158.359
unpopular,The Borderland,Alan Whitney,84.282,0.377,0.438,0.103,292.624
unpopular,Merle Crimson,Headache Relief Unit,84.349,0.06,0.451,0.115,136.528
unpopular,Paul and Silas,Vickie Winans,84.372,0.594,0.645,0.938,90.507
unpopular,Abstract Hustle,38 Deep And Kat,84.422,0.576,0.865,0.0772,287.507
unpopular,Fedora: Amor ti vieta,Umberto Giordano,84.445,0.223,0.165,0.113,109.04
unpopular,west of dodge city,Zella Rae,84.447,0.0109,0.0856,0.134,332.147
unpopular,In N Out,BMS Trapo,84.47,0.479,0.751,0.0846,113.609
unpopular,Drop Zone,Allcapsallan,84.47,0.613,0.815,0.216,159.053
unpopular,"Super Duper Rapper (Amber Ojeda, Jackie Tohn, Brian Judah)",Platinum Hit Cast,84.517,0.836,0.436,0.308,148.227
unpopular,Hosey Moab,Headache Relief Unit,84.524,0.0668,0.448,0.134,136.316
unpopular,Distant Connection,Plasma Force,84.562,0.449,0.698,0.0771,457.038
unpopular,Street Lines,LIL Celebrity,84.568,0.851,0.751,0.349,138.831
unpopular,Gon Hear What I Say,LuvSmokeyy,84.572,0.774,0.587,0.0779,175.073
unpopular,Dundee Olivet,Headache Relief Unit,84.572,0.0541,0.469,0.0928,136.211
unpopular,SWARM,VLAD,84.579,0.661,0.502,0.439,110.769
unpopular,Coastin',Flip Thv Script,84.581,0.596,0.532,0.108,259.997
unpopular,Shaft Orrick,Headache Relief Unit,84.61,0.0798,0.395,0.131,136.105
unpopular,Ball Anna,Headache Relief Unit,84.664,0.0748,0.313,0.0878,135.684
unpopular,RUN!!,Cvertt,84.671,0.481,0.609,0.106,181.801
unpopular,Wilden Cherry,Headache Relief Unit,84.678,0.0512,0.402,0.134,135.894
unpopular,Haugh Shubert,Headache Relief Unit,84.713,0.0616,0.333,0.091,135.789
unpopular,ChiAli,Lil Yee,84.737,0.582,0.42,0.0823,176.614
unpopular,Bowlful of Lessons - Live,Family Mystic,84.761,0.37,0.548,0.34,694
unpopular,Morning Glory,Tim Buckley,84.763,0.259,0.336,0.131,172.867
unpopular,All About It (feat. Pimp C),Too $hort,84.769,0.362,0.899,0.109,458.627
unpopular,let em know,PNF Mike,84.868,0.671,0.599,0.171,125.074
unpopular,Bondville Pacifier,Headache Relief Unit,84.92,0.0619,0.352,0.103,135.475
unpopular,Chattanooga Choo Choo,John Hammond Jr.,84.941,0.303,0.721,0.261,141
unpopular,Looking For End,Qiao Lu,84.978,0.0919,0.6,0.362,91.08
unpopular,Hollowdays,Fargoneworld,84.978,0.549,0.68,0.0896,209.653
unpopular,Keefe Sweat,Quiet Money Dot,84.987,0.604,0.464,0.126,128.731
unpopular,El golpe,Bebe,84.994,0.671,0.762,0.162,236.08
unpopular,Betta Days,Kash Boutpaper,84.995,0.62,0.707,0.132,197.094
unpopular,soft train,Qiao Lu,84.997,0.187,0.61,0.351,91.08
unpopular,Take A Photo,Swazy Baby,85.01,0.558,0.747,0.0949,206.263
unpopular,Nose Bleed,Trxuma Wisdom,85.01,0.604,0.713,0.149,147.052
unpopular,Upbeat Childhood,Qiao Lu,85.012,0.238,0.674,0.249,88.02
unpopular,Intro,Choppaboy,85.012,0.7,0.691,0.18,157.33
unpopular,Champion,Swazy Baby,85.032,0.796,0.611,0.279,253.414
unpopular,Faith in a God That's Faithful,The Spencers,85.037,0.652,0.597,0.0578,166.72
unpopular,Unexpected Ways,The Spencers,85.043,0.714,0.582,0.146,203.867
unpopular,Fiery Waupun,Headache Relief Unit,85.045,0.0582,0.351,0.0942,135.371
unpopular,War Of Razors - Live In Japan,Children Of Bodom,85.047,0.709,0.191,0.771,130.693
unpopular,I Can (Rhyme),Kidzone,85.049,0.145,0.702,0.462,29.6
unpopular,Another Safe Crossing,The Wilburns,85.05,0.273,0.573,0.198,245.373
unpopular,Endless Rains,Sonido Del Bosque y Naturaleza,85.06,0.937,0.423,0.656,104.997
unpopular,Sound For Tomorrow,Jin Riko,85.074,0.338,0.726,0.0983,120.661
unpopular,Low Static,Pink Noise Therapy,85.084,0.171,0.148,0.0769,150.857
unpopular,Sun For Forever,Jin Riko,85.104,0.316,0.785,0.0802,118.507
unpopular,Capron Frog,Headache Relief Unit,85.105,0.0571,0.448,0.19,135.58
unpopular,Bref,Vickie Winans,85.109,0.694,0.474,0.915,67.8
unpopular,Tosca: Recondita armonia,Giacomo Puccini,85.114,0.0701,0.212,0.167,165.48
unpopular,Enter the Silence,Tranquil Music Sounds of Nature,85.199,0.211,0.235,0.277,186.649
unpopular,Bop Lean Rock,Mikey E4S,85.199,0.724,0.704,0.32,112.33
unpopular,Drink of Sunset,Jin Riko,85.207,0.343,0.549,0.111,123.029
unpopular,Hurtin Babyy,AveBabyy,85.243,0.669,0.71,0.332,146.088
unpopular,Back & Forward,LuvSmokeyy,85.293,0.474,0.55,0.113,165.068
unpopular,Lightly Sprinkling,Sonido Del Bosque y Naturaleza,85.363,0.228,0.137,0.929,101.247
unpopular,Holt Epsom,Headache Relief Unit,85.42,0.0593,0.404,0.118,134.747
unpopular,Aquatic Shoreline,Ocean Sounds,85.436,0.125,0.162,0.881,191.092
unpopular,So Fa Real,Mack Biggers,85.449,0.886,0.696,0.336,180.867
unpopular,In the Forest,Sonido Del Bosque y Naturaleza,85.545,0.996,0.135,0.954,107.95
unpopular,Kill Me a Opp,Choppaboy,85.561,0.658,0.705,0.138,117.446
unpopular,Roxburgh Locustdale,Headache Relief Unit,85.638,0.0518,0.451,0.101,134.438
unpopular,Warm Fairway,Headache Relief Unit,85.743,0.057,0.432,0.112,134.232
unpopular,Single Ladies,Melanie Comarcho,85.769,0.676,0.375,0.84,188.042
unpopular,Asymmetric,Vickie Winans,85.78,0.719,0.533,0.71,33.507
unpopular,Killa Team (feat. George Clinton),Joe Riz,85.818,0.66,0.843,0.323,374.133
unpopular,Filth,Despite Your Flaws,85.842,0.681,0.289,0.0971,224.54
unpopular,My Time After Awhile,John Hammond Jr.,85.849,0.309,0.608,0.0774,269
unpopular,Lunar Lupines,Mythology,85.871,0.887,0.353,0.101,1089.827
unpopular,Ti voglio tanto bene - in D,Ernesto de Curtis,85.879,0.22,0.178,0.169,183.72
unpopular,Independence Day (feat. Keith Murray),Too $hort,85.918,0.36,0.851,0.2,256.027
unpopular,Listen Up,BMS Trapo,85.933,0.608,0.372,0.149,135.027
unpopular,Cant Phase Me,J-Hustle,85.961,0.816,0.648,0.0659,128.497
unpopular,Hospital Word,Malachi X,85.972,0.0872,0.243,0.933,212.925
unpopular,Wildlife,Cole Swindell,86,0.934,0.478,0.245,182.187
unpopular,Rain Swarm,Terra Trona,86.008,0.174,0.561,0.116,138.488
unpopular,Designed to Praise You - The Desire of Nations,Oakwood University USM Alumni,86.032,0.625,0.64,0.119,264.002
unpopular,"Walk Through Walls (Johnny Marnell, Scotty Granger, Jes Hudak)",Platinum Hit Cast,86.093,0.889,0.559,0.114,199.04
unpopular,Session Blytheville,Headache Relief Unit,86.093,0.0599,0.323,0.124,134.13
unpopular,El Aventurero,Eztilo,86.129,0.677,0.628,0.0902,235.746
unpopular,Save Me,Sprung Monkey,86.231,0.973,0.252,0.257,241.68
unpopular,R-U-n-n-O-F-T,GrainFed,86.243,0.714,0.663,0.126,141.781
unpopular,Frankie Speed (Stealin' Cadillacs),Alan Whitney,86.281,0.388,0.6,0.0804,203.867
unpopular,Easy Sentry,Terra Trona,86.323,0.245,0.179,0.391,108.604
unpopular,Statesboro Blues,John Hammond Jr.,86.35,0.452,0.631,0.111,205
unpopular,Arrivederci Roma,Renato Rascel,86.356,0.115,0.284,0.644,231.373
unpopular,Corner Store,Sterl Gotti,86.366,0.817,0.555,0.147,133.953
unpopular,Still Livin,Bluejeans,86.582,0.571,0.378,0.316,128.052
unpopular,Honey Won't You Come Back Home,Ian Steinberg,86.591,0.3,0.673,0.344,172.083
unpopular,The Wins,Quiet Money Dot,86.613,0.378,0.524,0.106,152.189
unpopular,Splish Splash Rains,Sonido Del Bosque y Naturaleza,86.741,0.965,0.376,0.798,110.669
unpopular,Ximmfs (Xans),42oH,86.768,0.437,0.684,0.141,315.29
unpopular,Truthful Tweets,Nature Sounds XLE Library,86.807,0.32,0.224,0.973,200.501
unpopular,Rain While Driving,Sonido Del Bosque y Naturaleza,86.879,0.898,0.395,0.885,115.861
unpopular,Gamma Ray,King Tut (Turn Up Tony),86.883,0.485,0.598,0.114,175.195
unpopular,Money Pains,Zeros Second,86.928,0.536,0.525,0.117,121.104
unpopular,Jail Time,LuvSmokeyy,86.978,0.457,0.77,0.0926,178.39
unpopular,"I Put Tha 5 On It (feat. Hectic, Tease, Cin & Brickboy Thutie)",Yung Cinco,86.985,0.569,0.709,0.085,270.345
unpopular,You're Trying to Save Me,Cue the Rain,86.989,0.867,0.589,0.107,240.862
unpopular,Cost A Body,LuvSmokeyy,86.994,0.446,0.641,0.0709,178.39
unpopular,Comin' Back Around,Zach Coffey,87.012,0.704,0.46,0.106,160.453
unpopular,Infamous,Son of Perdition,87.024,0.398,0.621,0.122,144.759
unpopular,Tranquil Waters,Meditative Zen,87.029,0.0392,0.104,0.111,174
unpopular,Are You Ready For This,Badwayz,87.042,0.502,0.91,0.0549,331.373
unpopular,Dinero,Eastside Ghetto,87.058,0.757,0.695,0.145,227.733
unpopular,Moe House,Quiet Money Dot,87.095,0.562,0.502,0.261,173.453
unpopular,Only Role In Town,I Am Kloot,87.102,0.295,0.304,0.112,279.333
unpopular,LIL MAMA (INTERLUDE),Myles T. Jordan,87.151,0.723,0.547,0.414,83.939
unpopular,Swallow,Achilles,87.16,0.938,0.3,0.427,137.733
unpopular,Ambient is the quality of surrounding and enveloping,Tmang,87.284,0.229,0.337,0.112,600
unpopular,Homemade Songs,Bobby Charles,87.295,0.417,0.396,0.221,221.773
unpopular,Wilderness Wander,Nature Sounds XLE Library,87.421,0.623,0.127,0.965,224.832
unpopular,Got Me Fucked Up,Plap Fieldz,87.475,0.684,0.477,0.196,193.201
unpopular,Love Fever,Ryan Arizona,87.498,0.405,0.863,0.117,164.467
unpopular,Madhouse,Mono,87.51,0.622,0.655,0.103,325.027
unpopular,The Realest,Quiet Money Dot,87.559,0.683,0.669,0.163,130.429
unpopular,Change the World,Truth Among Ashes,87.582,0.864,0.508,0.109,224.012
unpopular,Trippie Redd,JpThaRuler,87.631,0.421,0.778,0.117,120.881
unpopular,Trenches,LilJoe211,87.634,0.58,0.608,0.123,173.636
unpopular,Amor En Tus Ojos,Soraya,87.663,0.403,0.626,0.11,180.427
unpopular,The Whistleblower,The Persevering Promise,87.677,0.932,0.193,0.0448,247.432
unpopular,A Slugworth,Last Bronzeman,87.875,0.595,0.529,0.309,142.081
unpopular,Croaking Creeks,Sonido Del Bosque y Naturaleza,87.884,0.999,0.281,0.967,128.275
unpopular,HOME,RWE REA,87.924,0.508,0.54,0.136,175.309
unpopular,Night Stroll,Pink Noise Therapy,87.945,0.217,0.172,0.661,147.027
unpopular,Hellbound,Slink Capone,87.957,0.671,0.742,0.0831,252.2
unpopular,Riding High,Faze-O,87.963,0.646,0.738,0.0469,242.547
unpopular,Blessed Her,LuvSmokeyy,87.966,0.579,0.644,0.0956,180.062
unpopular,High School (Remix),Brooklyn Alexis,87.985,0.423,0.737,0.135,217.417
unpopular,It's Only the Beginning,The Persevering Promise,87.996,0.704,0.279,0.136,99.344
unpopular,Dark and Cool,The Floating Men,87.996,0.239,0.513,0.125,238.507
unpopular,Theremin,The Aliens,87.999,0.749,0.301,0.116,196.28
unpopular,Interlude,The Wires,88.01,0.126,0.705,0.0672,148.5
unpopular,Grime,Son of Perdition,88.013,0.362,0.844,0.104,183.364
unpopular,More Of It,Kafime,88.014,0.558,0.802,0.534,61.048
unpopular,Stay Humble,Plap Fieldz,88.024,0.701,0.649,0.26,260.806
unpopular,6toTheA,YoungSix,88.035,0.499,0.739,0.201,163.636
unpopular,Storming on the Inside,Fargoneworld,88.039,0.568,0.748,0.147,197.64
unpopular,If I Wasn't High,Studd,88.07,0.621,0.884,0.0893,354.307
unpopular,Leave Em Geeked,luhtaeman,88.09,0.679,0.651,0.0868,142.919
unpopular,You Speak Girl (Live),Adam Ezra Group,88.09,0.439,0.501,0.819,217.781
unpopular,"Oh, What a Savior",Charles Billingsley,88.208,0.604,0.136,0.721,316.12
unpopular,New York Minute - Clean Edit,Mister Fitzwell,88.24,0.673,0.771,0.104,164.545
unpopular,Habitude,Robert W Hildreth,88.241,0.0848,0.313,0.111,197.627
unpopular,Steady as She Goes,Satchel Grande,88.299,0.853,0.59,0.172,219.998
unpopular,So Tired,Bobby Timmons,88.38,0.282,0.648,0.237,375.44
unpopular,Clear Minds,Relaxing Sounds Of Nature,88.395,0.3,0.284,0.915,179.93
unpopular,La Manta,Hnos. Barrón,88.399,0.798,0.511,0.233,156.267
unpopular,Trouble with Sophia,GB Leighton,88.44,0.363,0.577,0.0561,244.8
unpopular,Me Refiero A Tí,Los Invasores De Nuevo León,88.503,0.49,0.776,0.0997,194.187
unpopular,Holy Diver - Live At The London Astoria / 2005,Dio,88.563,0.85,0.465,0.667,286.267
unpopular,Infinity,Simon Core,88.578,0.0535,0.141,0.102,176
unpopular,Clarity,Silktail,88.616,0.752,0.283,0.163,227.134
unpopular,Virtual Crystal Lake,Harry Manfredini,88.718,0.306,0.213,0.0863,143.266
unpopular,Great Is Thy Faithfulness,Tammy Caesar,88.736,0.264,0.316,0.155,256.187
unpopular,Hey Jude,Peter Nero,88.908,0.478,0.301,0.0759,265.893
unpopular,The Key Role,Laika & The Cosmonauts,88.949,0.855,0.518,0.528,156.413
unpopular,Lesbians,Melanie Comarcho,88.96,0.582,0.427,0.921,121.25
unpopular,Mi Sueño,Eztilo,88.981,0.5,0.551,0.361,245.06
unpopular,Dragon Mentality,Fin Varra,88.999,0.815,0.582,0.131,151.011
unpopular,Aura,Bedtime Instrumental Piano Music Academy,89.001,0.0321,0.738,0.0779,179.792
unpopular,Aura,Bedtime Instrumental Piano Music Academy,89.001,0.0321,0.738,0.0779,179.792
unpopular,Escape from Babylon,King Malachi,89.006,0.716,0.472,0.118,178.992
unpopular,Kold,Bluejeans,89.015,0.629,0.473,0.0811,188.735
unpopular,Same Old Song,Father Dom,89.045,0.338,0.564,0.218,305.267
unpopular,irie,JpThaRuler,89.102,0.209,0.699,0.0632,262.971
unpopular,Saltwater Waves Etude,Pure Elegance,89.151,0.129,0.617,0.136,108.07
unpopular,Brahms,Classical Lullabies TaTaTa,89.182,0.0774,0.593,0.212,89.475
unpopular,Easy Droplets,Sonido Del Bosque y Naturaleza,89.218,0.87,0.351,0.515,113.19
