popularity,title,artist,bpm,enrgy,danceability,liveness,duration
unpopular,Un Año,L.A. Orquesta Nueva Revolucion,90.986,7.67E+01,59.6,23.7,253.013
unpopular,Como Yo Gozo Y Retozo,Maykel Blanco Y Su Salsa Mayor,90.991,9.50E+01,59.1,9.35,276.933
unpopular,Play Dead,Indiana,90.992,7.14E+01,61.1,29.1,267.733
unpopular,So Fly (feat. Yung Joc),Slim,90.994,5.59E+01,78.4,20.2,212.453
unpopular,Rugratz,TTG Dree,90.995,5.00E+01,85.3,13.2,151.092
unpopular,Gentle Breezes,Meditative Zen,90.997,6.49E-01,20.3,10.3,138
unpopular,Sedúceme - Re-edición,Edith Márquez,91.006,7.34E+01,61.9,8.63,258.64
unpopular,Así Es la Vida,Luis Enrique,91.019,7.33E+01,80.7,94.5,281.4
unpopular,Blind Warriors,Last Bronzeman,91.02,8.31E+01,61.4,30,161.595
unpopular,Hurtin And Workin,1TakeTheGreat,91.024,3.39E+01,78.1,8.4,177.136
unpopular,Big Dawgs Big Dawg,Mack Biggers,91.027,9.34E+01,39.3,12.2,200.16
unpopular,Virginia Baby,Mar '17,91.059,3.88E+01,77.4,5.06,141.072
unpopular,Violent Love,JpThaRuler,91.066,3.48E+01,69.4,10.1,83.035
unpopular,Eres Todo Para Mi - Version en Espaqol - Ingles,Pilar Montenegro,91.127,4.28E+01,60.8,10.7,211.8
unpopular,Reelin' and Rockin' - 2019 - Remaster,The Dave Clark Five,91.152,7.86E+01,53.5,9.63,167.373
unpopular,Eres Todo Para Mí,Pilar Montenegro,91.225,4.56E+01,39.6,10.1,208.933
unpopular,Bags' Groove,Bobby Timmons,91.321,2.65E+01,58,21.3,549.693
unpopular,Your Strong,Jackley Sky,91.357,7.57E+01,35.1,9.03,138.901
unpopular,10 to 2,Quiet Money Dot,91.382,5.77E+01,56,25.2,104.568
unpopular,King Speech,JpThaRuler,91.456,3.15E+01,72.4,14.9,138.456
unpopular,Whoopins',Melanie Comarcho,91.475,7.17E+01,39.1,14.1,93
unpopular,Voglio vivere così - in G Minor,Giovanni D'Anzi,91.52,1.90E+01,35.5,7.35,162.56
unpopular,Ritmo Hermano Y Primo,Poder del Tigre y Su Musical,91.526,9.27E+01,83.3,10.8,134.676
unpopular,Dattt Thudddaaaaaaa,Pookiegg,91.537,4.50E+01,46.7,13.5,165.068
unpopular,Al Que Le Guste,Orishas,91.702,7.86E+01,84.4,7.32,267.413
unpopular,Al Estar Llorando Yo,Gilberto Perez,91.715,3.90E+01,53.4,36.8,160.16
unpopular,die young,PNF Mike,91.769,6.68E+01,56.2,9.14,187.899
unpopular,Fatima,Ian Steinberg,91.834,2.63E+01,61.5,41,170.405
unpopular,Burn By Tomorrow,Trxuma Wisdom,91.837,4.14E+01,67.6,9.89,166.998
unpopular,Take Me Home,The Tuesdays,91.857,6.33E+01,51.7,20.8,227.173
unpopular,Lo Mejor de Mi,Hermes Croatto,91.892,3.09E+01,49.8,11.7,313.781
unpopular,A Cambio de Qué - Salsa,Huey Dunbar,91.894,9.44E+01,55.1,12.8,262.44
unpopular,Like a Cannonball,Stolen Paradise,91.937,7.21E+01,57.8,70.7,215.481
unpopular,Reconnection,Ryan Arizona,91.953,3.77E+01,62.4,25.9,156.617
unpopular,Puzzlement,JpThaRuler,91.978,3.55E+01,75.3,30.1,130.019
unpopular,Of What Might,Marcus Randolph May,91.982,1.53E+01,68.5,21.5,114.43
unpopular,"Kate Loves Dancing, Blue, and Sontag, Mississippi",The Songs of Love Foundation,91.982,4.90E+01,79.6,64,180.036
unpopular,Studio 17,BOM,91.984,7.02E+01,70.8,25.1,146.021
unpopular,Kings of Kings,Tammy Caesar,91.986,7.20E+01,69.5,22.6,168.96
unpopular,10,JpThaRuler,91.991,2.69E+01,84.6,14.4,139.527
unpopular,Te Amo,Makano,91.994,6.88E+01,65.6,17.5,224.08
unpopular,Halfway There,Sheryl Crow,92,6.01E+01,72.6,17.9,238.28
unpopular,7266431,Plasma Force,92.007,8.79E+01,64.1,17.4,427.615
unpopular,Schenectady,Satin,92.015,5.25E+01,80.1,23.7,166.952
unpopular,Set On Fire - Cloudchord Remix,MAGIC GIANT,92.017,6.80E+01,54.4,8.5,266.38
unpopular,Smoked,LuvSmokeyy,92.027,5.65E+01,69.1,7.75,220.082
unpopular,Like This,C.H.R.O.M.E.,92.038,5.84E+01,76.9,8.09,193.02
unpopular,Get All Your Change (feat. Big Zack & Trauma Black),Too $hort,92.047,6.17E+01,91.1,15.8,263.16
unpopular,Sorryns Favorite,King Tut (Turn Up Tony),92.05,5.91E+01,87.4,11.4,125.806
unpopular,Bail Money,Uzzy Snubbz,92.052,9.26E+01,75.3,11.2,180.5
unpopular,D.M.,Kemar,92.089,6.13E+01,60.7,18.8,170.998
unpopular,pain (outro),PNF Mike,92.107,5.64E+01,58.3,70.4,114.86
unpopular,Rail-Riding Mamas,Mimi Naja,92.122,3.25E+01,44.1,9.39,198.672
unpopular,Remembranzas,Galy Galiano,92.148,5.39E+01,67.4,11.8,245.067
unpopular,In Another Life - 2023 Remaster,12 Steps To Nothing,92.244,8.87E+01,37.1,4.18,220.641
unpopular,Rest of Me,GSB Paid,92.373,7.05E+01,58.6,11.6,171.005
unpopular,Stella B.,Bobby Timmons,92.387,2.66E+01,70.9,28.6,352.267
unpopular,Decisions,Soft Swells,92.402,6.18E+01,31.7,5.04,225.493
unpopular,Our Own Concept of Morning,Paris Street,92.426,6.89E+01,68.6,48,161.963
unpopular,Money Conversations,MixedByCrook,92.464,6.66E+01,48.5,14.4,139.2
unpopular,Asshole,Rifa,92.472,7.68E+01,58.8,22.7,100.03
unpopular,Moves,A1 Blanco,92.506,5.74E+01,75.4,11.8,156.63
unpopular,Same Struggles,Dara5hunnid,92.511,6.00E+01,76.7,10.6,210.179
unpopular,Necesito Mas De Ti,Charlie Cruz,92.523,8.13E+01,70.6,37.4,273.16
unpopular,Andura,Vickie Winans,92.574,4.14E+01,58.6,11,69.973
unpopular,Thank You,Conehead Buddha,92.627,7.20E+01,60.2,6.61,225.6
unpopular,Best Man,BMS Trapo,92.64,6.86E+01,68.4,13.3,185.861
unpopular,Mountains,Conehead Buddha,92.651,7.76E+01,64.6,33.6,213.547
unpopular,Let's Be Serious,Meechie Greedy,92.661,5.57E+01,38.5,4.64,125.832
unpopular,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,92.665,6.93E+01,76.2,24.9,233.147
unpopular,De Amarte,Pilar Montenegro,92.682,5.44E+01,76,16.8,157.8
unpopular,Nocturne of the Neon Night,Laika & The Cosmonauts,92.727,6.80E+01,51,4.94,184.747
unpopular,It Might Be Dress Day,Ghost Woman,92.769,6.33E+01,65.7,43.3,284
unpopular,Rankings,BMS Trapo,92.839,5.22E+01,62.2,15.6,103.226
unpopular,2X2,Kashhhkarii,92.895,7.25E+01,54.7,11.1,194.038
unpopular,Last Run,MT Kbandz,92.94,5.18E+01,78.3,12.6,146.843
unpopular,Doppelgänger Rag,Mythology,92.96,8.95E+01,44.4,25.4,441.613
unpopular,Give Me A Sign,Chaotic,92.965,6.41E+01,78,17.5,144.86
unpopular,Peaches,Saint James,92.975,6.29E+01,77.9,47,160.03
unpopular,Boys Lie Feat. Maddie Georgi (Reimagined 2010),The Clarks,92.998,4.89E+01,61.5,24.1,214.491
unpopular,zwei,Big U On The Beat,93.026,2.62E+01,73.7,9.8,123.871
unpopular,I'll Be Satisfied,Hope Waits,93.06,5.26E+01,60.3,9.7,176.56
unpopular,Thilafushi,Mythology,93.077,8.85E+01,34.2,9.7,655.573
unpopular,Carry On - Dubbel Dutch Remix,Tkay Maidza,93.085,8.87E+01,76.9,3.41,198.707
unpopular,Street Talk,Kathy Mattea,93.186,3.24E+01,80,95.6,164.373
unpopular,Don't Make No Sense,MWGH,93.204,8.61E+01,43,34.2,134.654
unpopular,War on the Water,Pure Elegance,93.224,2.65E+01,38.4,23.3,124.945
unpopular,Whispers of Calm,Meditative Zen,93.236,3.57E-01,47.5,4.72,144
unpopular,SpaceShip,L'a Papas,93.344,4.52E+01,55.8,15.7,144.792
unpopular,Qualified,TTG Dree,93.424,8.56E+01,67.3,8.29,154.723
unpopular,Get It Poppin,TTG Dree,93.553,5.36E+01,70.8,14.7,209.894
unpopular,Rain Collection,Sonido Del Bosque y Naturaleza,93.557,9.52E+01,31.3,8.34,144.096
unpopular,Red Lights - Special Version,LMG JMoe,93.614,5.52E+01,81.7,4.34,133.538
unpopular,Speed Racer,LMG JMoe,93.649,3.77E+01,55.5,26.3,123.272
unpopular,Dreamer,Bedtime Instrumental Piano Music Academy,93.655,8.12E-01,69,11,155.372
unpopular,Dreamer,Bedtime Instrumental Piano Music Academy,93.655,8.12E-01,69,11.7,155.372
unpopular,Blade,Rearview Mirror,93.662,9.08E+01,49,25.3,181.973
unpopular,Rain Out Back,Sonido Del Bosque y Naturaleza,93.677,9.19E+01,32.1,11.6,134.68
unpopular,Basura,Los Mismos,93.706,7.50E+01,54.8,9.15,257.413
unpopular,Remember That Shit,Last Bronzeman,93.719,6.93E+01,51.4,8.47,312.347
unpopular,It's Coming,Last Bronzeman,93.785,6.88E+01,57.8,9.73,325.017
unpopular,"The Good, The Bad, The Ugly",Lil Rob,93.788,8.92E+01,79.8,9.73,227.28
unpopular,Amargo Adiós,Tropicalísimo Apache,93.857,7.28E+01,65.8,11,184.867
unpopular,Blacksmith at Bull Run,David Mayfield,93.862,3.86E+01,56.3,15.3,339.104
unpopular,Jeux d'Oiseaux,Clara Ponty,93.87,9.20E+00,35.2,6.09,225.067
unpopular,This Town,Alan Whitney,93.963,7.00E+01,53.2,11.5,267.973
unpopular,Next Level,Lokalboy,93.982,7.05E+01,76.3,10.5,127.713
unpopular,Calibrated Love,Indiana,93.995,5.15E+01,69.6,24.6,223.853
unpopular,In the Streets,Uzzy Snubbz,93.995,5.51E+01,68.2,77.6,160.914
unpopular,Engine Pink Noise,Pink Noise Therapy,93.996,7.45E+01,11,27.8,236.827
unpopular,Again,Sirsy,93.997,3.24E+01,60,29.9,291.533
unpopular,Where Are You,Natalie,94.01,4.50E+01,69.1,29.6,243.333
unpopular,Bean Bag Time,Kidzone,94.013,4.65E+01,88.2,15.8,159.733
unpopular,Morning Slumber,Bedtime Instrumental Piano Music Academy,94.017,3.07E+00,76.2,40.2,164.931
unpopular,Morning Slumber,Bedtime Instrumental Piano Music Academy,94.017,3.07E+00,76.2,13,164.931
unpopular,Ain't Nobody Like Me,Nas34,94.02,4.83E+01,77,13.9,173.688
unpopular,How I Be,G.E.M.S.,94.038,7.34E+01,67.5,9.97,168.59
unpopular,Road Runna,Nephew531,94.039,7.39E+01,92,9.9,204.905
unpopular,Blown Away,Slava Chekhov,94.074,4.89E+00,43.8,12.3,158.613
unpopular,Avalancha,Soraya,94.081,7.11E+01,69.6,31.6,252.453
unpopular,Full of the Spirit,Daniel Ballinger,94.103,8.41E+01,61.5,71.5,297.16
unpopular,Droplets,Sonido Del Bosque y Naturaleza,94.185,5.16E+01,17.4,25.7,160.706
unpopular,This Christmas,J. Chang-Tablada,94.197,4.66E+01,58.3,7.24,181.696
unpopular,New Mountain,The Wires,94.293,2.16E+01,24.4,6.73,299.5
unpopular,Hell Top Him,JpThaRuler,94.4,5.09E+01,56.5,33.3,105.697
unpopular,Graduation,MixedByCrook,94.47,8.01E+01,57.5,15.6,158.351
unpopular,Rape and Romance,Sprung Monkey,94.475,9.95E+01,43.6,9.69,152.587
unpopular,All of You - Live,Family Mystic,94.48,1.99E+01,46.5,10.5,572
unpopular,They Got Me Fucked Up,Pookiegg,94.482,5.23E+01,59.5,10,140.852
unpopular,Raindrops,Mythology,94.685,6.37E+01,45.5,22.2,382.613
unpopular,I'll Be Home for Christmas,Steve Chavez,94.692,2.40E+01,40.6,83.9,224.987
unpopular,Great Forest,Last Bronzeman,94.797,4.37E+01,79.4,9.06,167.838
unpopular,Heavy Blade,Last Bronzeman,94.859,5.03E+01,56.3,7.02,194.065
unpopular,Alright Today (Live),Adam Ezra Group,94.863,4.79E+01,47.1,5.86,242.034
unpopular,Shrine Of Absolution,Yotuma,94.891,9.63E+01,45,27,308.742
unpopular,"Supernatural Thing, Pt. 1",Ben E. King,94.92,5.79E+01,72.4,6.66,251.56
unpopular,Running Game,Mars & Zay,94.938,5.69E+01,69.2,9.43,167.02
unpopular,Phase Me,Mars & Zay,94.947,6.13E+01,52.8,20.6,131.377
unpopular,Two Faced,Mar '17,94.954,1.99E+01,72.2,9.5,145.728
unpopular,Sé Que Te Duele,Alejandro Fernández,94.96,8.54E+01,69.1,2.64,228.133
unpopular,A Que No Me Dejas,Alejandro Sanz,94.993,6.34E+01,65.7,5.49,311.178
unpopular,me and you in summer,Qiao Lu,94.998,3.23E+01,78.8,20.2,81
unpopular,Been Outchea,Plap Fieldz,95.001,5.46E+01,81.2,10.4,204.042
unpopular,Hallelujah Check,Vickie Winans,95.009,4.96E+01,56.7,20.9,276.6
unpopular,My Drug (Rock N Roll),Sprung Monkey,95.021,9.93E+01,44.5,6.41,189.107
unpopular,Tip of My Tongue,Kenny Chesney,95.026,5.42E+01,66.7,15.6,199.413
unpopular,Ride With Me,Lawless,95.029,7.53E+01,88.7,13.7,245.04
unpopular,La Rafailita,Gilberto Perez,95.031,3.66E+01,57.6,20.5,186.12
unpopular,Euphoria,Ryan Arizona,95.033,3.43E+01,89,10,151.626
unpopular,El Cielo Lloró,Eddie Santiago,95.035,8.55E+01,68,8.86,286.267
unpopular,Emptiness,Natalie,95.035,5.29E+01,76.8,8.82,256.693
unpopular,Si Te Vas,Los Traileros Del Norte,95.04,5.86E+01,73.9,10.1,193.187
unpopular,Mexican Connection,Mr. Shadow,95.044,8.77E+01,81.2,34.3,214.067
unpopular,Celebration,Uzzy Snubbz,95.047,3.32E+01,71.5,36.4,187.438
unpopular,Self Portrait,The Brand New Heavies,95.048,7.51E+01,71.2,11.5,226.672
unpopular,Ignatius,Hope Waits,95.051,1.49E+01,44.6,34,315.08
unpopular,Couldn't Be A Better Player (feat. Too $hort),Lil Jon,95.053,5.58E+01,88.6,10.7,366.507
unpopular,Better Get It Right,Natalie,95.056,7.56E+01,44.5,10.3,218.133
unpopular,Feelin' Myself (feat. Lloyd) (feat. Lloyd) - new clean version,Nipsey Hussle,95.06,7.83E+01,58,16.4,236.4
unpopular,Fina Do Me,Uzzy Snubbz,95.066,7.17E+01,73.9,9.13,213
unpopular,Blue Strips,WOK BANZ,95.066,3.94E+01,66.3,27.4,154.018
unpopular,La Vacuna,Orishas,95.103,5.70E+01,88.5,33.2,248.333
unpopular,Until Then,Piano Mood,95.128,1.37E+00,47.3,14.6,206.477
unpopular,Say Something (I Know Nothing At All),Air Balloon,95.134,2.38E+01,43,8.44,233.314
unpopular,Margaret Says,Halcyon,95.152,5.93E+01,51.8,32.9,288.04
unpopular,I Ain't Trippin',Proper Dos,95.172,8.96E+01,53.9,19.2,222.347
unpopular,Seawater Offshore,Ocean Sounds,95.327,7.51E+00,16.3,27.9,215.387
unpopular,S.S. Soul - Part I,Bobby Hebb,95.374,3.44E+01,52.1,22.6,190.227
unpopular,Talk With Jesus Part 1 (Testimony),The Lumzy Sisters,95.451,5.28E+01,41,3.58,315.96
unpopular,Look How She,MT Kbandz,95.463,1.96E+01,88.6,7.83,78.505
unpopular,Halo - 2HighOffDisEarth,Rifa,95.484,6.47E+01,42.4,9.17,93.273
unpopular,Come O Great Jehovah,Aaron & Jeoffrey,95.56,4.69E+01,60.6,33.3,214.133
unpopular,ONE TIME,Tokyo Shamir,95.619,6.27E+01,35.1,14.4,232.059
unpopular,Poppy's Last Message,Ian Steinberg,95.626,2.52E+01,62,8.66,49.995
unpopular,Bat Phone,BMS Trapo,95.666,7.63E+01,41.5,6.55,171.86
unpopular,Shimmy Shimmy Yeet,Lilgrouch,95.801,5.70E+01,50.5,9.02,230.583
unpopular,When Did I Say That?,Soraya,95.86,7.49E+01,67.3,11.3,259.213
unpopular,On Top of the Game,Nino Brown,95.883,6.90E+01,84.6,6.16,203.387
unpopular,Bussin',WOK BANZ,95.944,4.17E+01,81,10.2,198.922
unpopular,Free Dem Boyzz,Wsb Stepp,95.953,8.33E+01,73.6,11.4,112.012
unpopular,Ruminate,Son of Perdition,95.956,3.55E+01,75.6,9.99,124.5
unpopular,Please Don't Go,KC & The Sunshine Band,95.957,7.50E+01,44.5,7.57,230.44
unpopular,Holiday,Celebration,95.964,5.09E+01,35.7,29.4,288.427
unpopular,Peaceful Moments,Meditative Zen,95.982,3.41E+00,13.1,6.59,144
unpopular,Second Wind,Second Wind,95.986,7.90E+01,46.6,10.6,127.162
unpopular,War,Mars & Zay,95.99,5.89E+01,61.1,12.7,126.315
unpopular,You Crossed the Line,Hope Waits,95.991,6.91E+01,72.6,20.4,238.293
unpopular,Unblame,SOTO,95.993,9.51E+01,47.9,14.5,238.929
unpopular,NO DEGREES (DROPPED OUT),v-tec king of la,95.994,2.73E+01,91.5,25.1,191.4
unpopular,Wrath Of Acala,Yotuma,95.999,9.23E+01,47.1,8.18,255.156
unpopular,Hotgirl,Tgfromthe4,96.003,7.99E+01,80.4,29.5,146.414
unpopular,四,Big U On The Beat,96.017,9.63E+01,64.5,11,80
unpopular,Slow Down,Chilly Gonzales,96.022,8.15E+01,74.4,10.5,237.52
unpopular,Back Do',WOK BANZ,96.032,3.63E+01,71.2,11.8,131.5
unpopular,Hold Me,Althea,96.034,5.05E+01,79.2,11.6,215.066
unpopular,Caballo Alazan Lucero,Los Alegres De Teran,96.045,3.34E+01,67.9,52,192.92
unpopular,Latin Heat,Lawless,96.05,9.72E+01,86.5,7.78,212.747
unpopular,My Coupdavil,A.l.t.,96.065,7.55E+01,83.6,13.8,210.987
unpopular,Glimpses of Paradise,Clara Ponty,96.079,1.35E+01,21.5,13.7,300.16
unpopular,Amor De Primavera,Galy Galiano,96.175,4.91E+01,72.1,7.68,213.867
unpopular,This Here,Bobby Timmons,96.221,5.09E+01,56,6.66,211.867
unpopular,Smoggy Bog,The Aliens,96.224,4.68E+01,16.9,17.9,113.84
unpopular,DGAF,D30,96.291,4.79E+01,71,6.44,149.29
unpopular,Abstract of the Mind,Last Bronzeman,96.297,5.01E+01,74,31.8,169.536
unpopular,Deus,The Sugarcubes,96.332,5.40E+01,62.1,20.7,246.36
unpopular,Te Conozco,Ricardo y Alberto,96.383,8.73E+01,75.2,11.4,282.56
unpopular,Hotel Song,Paris Street,96.438,1.78E+01,55.9,12.7,321.244
unpopular,Fast Life,JpThaRuler,96.462,2.35E+01,72.5,11.6,138.762
unpopular,Drugs,Sprung Monkey,96.512,9.88E+01,46.4,30.8,104.187
unpopular,Send Your Blessings Down,The Swanee Quintet,96.514,6.29E+01,57.8,31.9,192.467
unpopular,Vampires (Don't Kill For The Money),Bleed The Dream,96.514,8.39E+01,53.5,14.8,212.72
unpopular,Voice of My Beautiful Country Suite: V. Lift Ev'ry Voice and Sing/Star-Spangled Banner,Rene Marie,96.605,4.79E+00,26.5,12.6,158.667
unpopular,Gracias Por Quererme,Sikatris,96.627,4.64E+01,76.2,12.5,159.006
unpopular,Living You Down,Zach Regan,96.702,3.64E+01,29.2,5.86,290.483
unpopular,Standards High,Orrin King,96.763,7.10E+01,76.2,8.97,132.48
unpopular,La Bronco Negra,Los Leones Del Norte,96.798,7.02E+01,69.1,8.59,188.427
unpopular,Memory Lane,Chaotic,96.842,4.43E+01,60.5,7.21,161.935
unpopular,TheFeeling,BLAISE MC,96.905,5.79E+01,60.9,19.6,148.454
unpopular,L'arlesiana: Lamento di Federico,Francesco Cilea,96.917,6.10E+00,18.2,26,249.533
unpopular,True Love,A.b.lewis,96.973,4.19E+01,72.9,7.5,258.128
unpopular,Viscera Bucket,Yotuma,96.974,9.78E+01,44.6,32.1,332.32
unpopular,The Slow Poison,David Mayfield,96.976,3.99E+01,54.5,7.27,243.759
unpopular,Old Familiar Pain,David Mayfield,96.989,5.40E+01,59.3,11.6,169.679
unpopular,We Homies,Kashhhkarii,97.012,5.73E+01,51.4,9.26,224.366
unpopular,Cant Fold,LMG JMoe,97.019,1.47E+01,77.7,33.4,133.251
unpopular,Niggas Sensitive,DB MONEYCRAZY,97.021,9.02E+01,77.9,11.3,160.862
unpopular,Elegante,Orishas,97.029,8.43E+01,89.1,9.43,241.587
unpopular,Rise,Vicious Teknique,97.035,6.51E+01,59.4,8.81,113.499
unpopular,Drop Top Heaven,Grim,97.041,6.60E+01,90.1,22.3,259.733
unpopular,Two Left Feet,Zach Coffey,97.054,7.25E+01,56.4,8.74,214.92
unpopular,Wonderful,Chantal Kreviazuk,97.054,8.08E+01,58.9,25.9,209.947
unpopular,Un Regalo Especial,Jesus Pagan y su Orquesta,97.064,7.92E+01,83.1,10.7,259.88
unpopular,When You See Me,G-Side,97.066,4.98E+01,89.2,12.5,235.867
unpopular,She To Exclusive,King Tut (Turn Up Tony),97.067,5.50E+01,67.4,10.8,148.329
unpopular,Pushing Up Daisies,TTG Dree,97.078,3.93E+01,87.1,9.96,149.177
unpopular,Get Behind the Mule,John Hammond Jr.,97.148,4.52E+01,62.7,9.49,296
unpopular,Voy A Mi,Golpe Justo,97.21,9.57E+01,33.9,5.32,109.6
unpopular,When ever you decide,King Malachi,97.224,6.37E+01,45.8,12.4,162.096
unpopular,"Peace, Sweet Peace (with Hovie Lister)",The Statesmen Quartet,97.245,2.47E+01,36.7,45.9,112.427
unpopular,The Rubberband Man,The Spinners,97.264,6.11E+01,82.1,73.3,444.133
unpopular,Trouble Free,The Wilburns,97.269,5.14E+01,69,36.4,128.333
unpopular,Steelers,BMS Trapo,97.33,4.86E+01,59.2,90.4,148.881
unpopular,Evergreen,Gwilym Gold,97.391,2.68E+01,25.4,41,264.987
unpopular,I Wish You Well,Mimi Naja,97.419,7.66E+01,59.2,12.7,176.232
unpopular,Days of Heaven,Alan Whitney,97.424,4.14E+01,42.9,14.2,276.8
unpopular,Sleeping,Pink Noise Therapy,97.429,3.72E+00,12.2,5.34,108
unpopular,Real Love,Halcyon,97.441,6.93E+01,51.8,24.1,238.133
unpopular,Give Myself,Malachi X,97.445,1.14E+01,39.9,24.7,185.34
unpopular,Up and Running,Mar '17,97.481,5.68E+01,79.6,30.4,128.81
unpopular,Con Olor A Hierba,Conjunto Alacrán,97.51,6.31E+01,58.8,35.9,215.547
unpopular,Swervin,TTG Dree,97.514,5.75E+01,83,23.4,148.689
unpopular,We Dont Like Them Nicca's,G-9lock19,97.526,5.85E+01,79.9,11.6,187.105
unpopular,Relaxing Seawater,Ocean Sounds,97.548,5.15E+01,19.9,10.5,194.276
unpopular,You Don't Love Me No More,Natalie,97.567,7.11E+01,75.3,11.5,201.56
unpopular,Mother Nature's Song,Nature Sound Series,97.587,2.99E+01,28.8,80.7,194.178
unpopular,Fuerza Bruta,Golpe Justo,97.632,7.99E+01,53.4,27,134.867
unpopular,Step Bout It,marcfrmdabityy,97.657,7.13E+01,88,26.4,128.888
unpopular,I Don't Know Them,42oH,97.658,2.56E+01,74.8,8.36,370.35
unpopular,Me Tienes,Tropicalísimo Apache,97.796,6.54E+01,73.1,6.69,237.48
unpopular,Mike Gesicki,GSB Paid,97.799,6.43E+01,70.2,79.9,132.951
unpopular,Universal Love - 2019 - Remaster,The Dave Clark Five,97.815,5.94E+01,57.5,9.81,249.16
unpopular,The Procedure,Kafime,97.818,5.42E+01,62.8,15.5,61.048
unpopular,At the Risk of Coming off as Trite,Ian Steinberg,97.847,1.33E+01,49.1,31.2,248.947
unpopular,"The exploration of thoughts, feelings and sensations, the cultivation of compassion, wisdom and liberation",Tmang,97.855,2.57E+01,12.4,12,600
unpopular,1k Or LMG,LMG JMoe,97.945,5.45E+01,63,4.53,139.024
unpopular,The Look Of Love,Peter Nero,97.948,8.81E+00,41,49.3,239.133
unpopular,Focus,MixedByCrook,97.954,5.66E+01,72.4,11.2,139.592
unpopular,Monkey Stick - Remix,Royal D,97.961,5.14E+01,86.9,23.1,207.125
unpopular,Nothing Nice,Reace Sosa,97.98,6.42E+01,76.5,21.1,99.184
unpopular,Supreme Coffin,Mar '17,97.98,5.52E+01,72.5,10.1,110.352
unpopular,cant lose,Doeboi909,97.983,5.42E+01,88.4,17,176.379
unpopular,Jiggy - Remix,MixedByCrook,97.989,6.49E+01,84.8,37.8,225.306
unpopular,Mi Vida Sinti Es Un Infierno,Sikatris,97.99,4.41E+01,72.2,22.2,125.51
unpopular,Gangsta'fied (REMIX),88thagang,97.99,5.91E+01,81.1,13.4,222.933
unpopular,Odio Por Amor,Juanes,97.994,7.57E+01,65.5,23.6,247.773
unpopular,Beulah Land,Dr. Charles G. Hayes,97.995,8.84E+01,76.1,48,341.547
unpopular,All Gon Go,Stunna Bam,97.997,8.41E+01,71.2,9.54,147.72
unpopular,Case Closed,Gary Chose,97.999,4.20E+01,86,12,107.807
unpopular,Monkey Stick,Royal D,98.002,6.35E+01,91.4,45.4,204.905
unpopular,Fairy Tale,OhVee,98.003,2.30E+01,82.3,28.2,117.492
unpopular,Qué Bonito,Los Mismos,98.006,8.00E+01,71.5,18.1,208.133
unpopular,2 Lightskin,WOK BANZ,98.008,3.52E+01,71.7,12.5,125.649
unpopular,Broken,Son of Perdition,98.011,4.49E+01,77,57.3,168.481
unpopular,Like Me,WOK BANZ,98.013,3.01E+01,89.5,12.6,125.623
unpopular,I Don't Tell You Lies,Golpe Justo,98.027,9.76E+01,51.9,85.2,88.24
unpopular,Fast Girl,The Frantic,98.035,9.59E+01,54.8,11.2,130.413
unpopular,Parapapampan (El Campismo) - Remix,Chocolate Mc,98.038,8.81E+01,71.4,25.2,247.867
unpopular,Hustle Hard,LMG JMoe,98.046,4.94E+01,72,23.1,135.993
unpopular,TKO,LaMorris Williams,98.07,5.62E+01,73.9,14.5,149.526
unpopular,Shimmy Low (Reimagined 2010),The Clarks,98.094,4.99E+01,48.9,20.7,220.961
unpopular,Slow Down - Remix,Chilly Gonzales,98.106,7.78E+01,80.6,75.2,249.813
unpopular,Fame or Success,MWGH,98.161,7.37E+01,51.4,27.9,151.005
unpopular,I Trying,Kafime,98.203,5.95E+01,51.6,91.5,61.048
unpopular,Golden Hour,Ryan Arizona,98.231,3.68E+01,78.7,56.4,186.199
unpopular,Empty Bar (Live),Chris Hawkey,98.255,2.23E+01,65,12.7,249.048
unpopular,Disco-Plank,Laika & The Cosmonauts,98.256,6.62E+01,49.1,10.6,188.093
unpopular,Red Chanel,JpThaRuler,98.272,2.60E+01,77.2,23.6,164.212
unpopular,Couples,Melanie Comarcho,98.289,5.90E+01,43,18.5,172.208
unpopular,"A Puro Dolor, Brujería, Timbalero",L.A. Orquesta Nueva Revolucion,98.362,7.54E+01,47.9,15.9,462.698
unpopular,Just Like Mexico,Don Cisco,98.393,6.73E+01,75.4,4.17,168.08
unpopular,Stay,Natalie,98.441,2.96E+01,68.1,8.51,249.96
unpopular,NAH,Yonny,98.447,5.58E+01,71.3,14.7,110.194
unpopular,Plug Sent The List,LMG JMoe,98.474,2.99E+01,76.9,26.7,116.95
unpopular,God's Promised Land (Live),The Wilburns,98.532,3.09E+01,32.4,29.4,514.44
unpopular,Top Opp 2,ynslilblake,98.558,4.80E+01,75.8,7.52,112.708
unpopular,Little Dicks,Melanie Comarcho,98.558,6.27E+01,39.5,30.4,159.75
unpopular,Skit,Young Devi D,98.584,5.10E+01,62.8,13.4,100.754
unpopular,Holy Wars (acoustic),Ed Perrone,98.6,1.48E+01,64.4,6.04,219.787
unpopular,All the Beautiful Worlds,Stevie Nicks,98.619,6.69E+01,59.3,8.88,301.387
unpopular,Moncler,TTG Dree,98.637,5.56E+01,77.9,16.9,175.929
